"Rk","Gtm","Date","X","Opp","Rslt","IP","H","R","ER","UER","BB","SO","HR","HBP","ERA","BF","Pit","Str","IR","IS","SB","CS","AB","X2B","X3B","IBB","SH","SF","ROE","GDP","X.","Umpire","Pitchers.Used..Rest.GameScore.Dec.","Team","Year"
"77","77","Jun 27","@","SFG","W,5-1","9.0","5","1","1","0","1","9","0","0","4.27","33","103","76","","","2","0","32","0","0","0","0","0","0","0","1","Mike DiMuro","J.Lester (99-81-W)","BOS",2010
"78","78","Jun 29","","TBR","W,8-5","9.0","12","5","5","0","4","5","1","0","4.27","42","164","103","4","2","3","0","38","1","1","0","0","0","0","0","6","Brian O'Nora","J.Lackey (99-58-W), H.Okajima (99), D.Bard (99), S.Atchison (99), D.Richardson (99), J.Papelbon (99-Sv)","BOS",2010
"79","79","Jun 30","","TBR","L,4-9","9.0","11","9","9","0","5","8","1","1","4.33","43","167","98","2","2","2","1","36","3","0","0","1","0","0","0","4","Phil Cuzzi","D.Matsuzaka (99-55-L), S.Atchison (99), M.Delcarmen (99), R.Ramirez (99)","BOS",2010
"80","80","Jul 2","","BAL","W,3-2","9.0","7","2","2","0","1","6","1","0","4.31","34","115","79","0","0","0","1","33","0","0","0","0","0","0","0","2","Andy Fletcher","T.Wakefield (99-63-W), J.Papelbon (99-Sv)","BOS",2010
"81","81","Jul 3","","BAL","W,9-3","9.0","7","3","3","0","2","9","1","0","4.29","35","136","89","0","0","1","0","33","1","0","0","0","0","0","1","3","Mike Everitt","J.Lester (99-69-W), R.Ramirez (99), R.Manuel (99)","BOS",2010
"82","82","Jul 4","","BAL","L,1-6","9.0","11","6","5","1","1","10","0","0","4.30","40","146","97","1","0","1","0","38","3","1","0","0","1","1","0","3","Adrian Johnson","J.Lackey (99-54-L), D.Richardson (99), S.Atchison (99)","BOS",2010
"83","83","Jul 5","@","TBR","L,5-6","8.0","10","6","5","1","5","6","0","0","4.31","39","151","87","4","0","1","0","32","3","0","0","0","2","0","0","4","Laz Diaz","D.Matsuzaka (99-33), D.Richardson (99), R.Ramirez (99-L), D.Bard (99)","BOS",2010
"84","84","Jul 6","@","TBR","L,2-3","8.0","7","3","3","0","5","5","1","0","4.30","34","150","88","5","0","1","0","29","1","1","0","0","0","0","1","4","James Hoye","F.Doubront (99-50-L), S.Atchison (99), H.Okajima (99), R.Manuel (99)","BOS",2010
"85","85","Jul 7","@","TBR","L,4-6","8.0","5","6","6","0","6","5","1","0","4.33","36","157","90","2","1","3","0","30","0","0","1","0","0","1","0","5","Todd Tichenor","T.Wakefield (99-34-L), D.Richardson (99), R.Ramirez (99), J.Papelbon (99), R.Manuel (99)","BOS",2010
"86","86","Jul 9","@","TOR","W,14-3","9.0","7","3","3","0","4","6","2","0","4.31","37","152","92","0","0","0","0","33","2","0","0","0","0","0","1","3","Larry Vanover","J.Lester (99-60-W), R.Manuel (99), D.Richardson (99)","BOS",2010
"87","87","Jul 10","@","TOR","L,5-9","8.0","11","9","9","0","6","2","3","0","4.37","40","139","80","1","0","2","0","34","4","0","0","0","0","0","0","4","Jeff Kellogg","J.Lackey (99-16-L), S.Atchison (99), D.Richardson (99), R.Ramirez (99)","BOS",2010
"88","88","Jul 11","@","TOR","W,3-2","9.0","8","2","2","0","0","6","1","0","4.34","35","112","78","0","0","0","0","35","1","0","0","0","0","0","0","3","Jeff Nelson","D.Matsuzaka (99-57-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2010
"89","89","Jul 15","","TEX","L,2-7","9.0","12","7","6","1","4","4","1","0","4.36","42","164","101","5","0","0","0","38","4","0","0","0","0","1","1","5","Bruce Dreckman","T.Wakefield (99-16-L), R.Manuel (99), D.Richardson (99), S.Atchison (99), R.Ramirez (99)","BOS",2010
"90","90","Jul 16","","TEX","L,4-8","9.0","12","8","6","2","5","7","1","0","4.38","43","167","100","2","2","0","0","37","2","1","0","0","1","1","1","5","Paul Emmel","F.Doubront (99-41-L), F.Cabrera (99), H.Okajima (99), R.Ramirez (99), D.Richardson (99)","BOS",2010
"91","91","Jul 17","","TEX","W,3-2","11.0","7","2","2","0","3","3","0","0","4.34","40","153","95","0","0","2","2","37","1","0","0","0","0","0","1","4","Bill Hohn","J.Lackey (99-56), D.Bard (99), J.Papelbon (99), M.Delcarmen (99-W)","BOS",2010
"92","92","Jul 18","","TEX","L,2-4","9.0","9","4","3","1","3","8","0","0","4.33","35","128","82","0","0","2","1","32","3","0","0","0","0","0","3","2","Gary Darling","J.Lester (99-53-L), M.Bowden (99)","BOS",2010
"93","93","Jul 19","@","OAK","W,2-1","9.0","3","1","1","0","3","8","1","0","4.29","33","128","86","2","0","1","0","30","1","0","0","0","0","0","0","3","Tim Tschida","D.Matsuzaka (99-70-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2010
"94","94","Jul 20","@","OAK","L,4-5","9.2","6","5","4","1","5","9","0","2","4.29","41","193","114","5","1","3","0","33","2","0","1","0","1","0","1","7","Bob Davidson","T.Wakefield (99-55), M.Delcarmen (99), H.Okajima (99), D.Bard (99), R.Ramirez (99-L), D.Richardson (99), M.Bowden (99)","BOS",2010
"95","95","Jul 21","@","OAK","L,4-6","8.0","12","6","5","1","5","4","2","0","4.30","39","147","89","4","2","0","1","34","2","1","0","0","0","2","1","3","Angel Campos","C.Buchholz (99-29-L), S.Atchison (99), M.Bowden (99)","BOS",2010
"96","96","Jul 22","@","SEA","W,8-6","13.0","7","6","3","3","5","10","1","1","4.27","53","209","135","2","2","1","0","46","1","0","2","1","0","2","0","6","Phil Cuzzi","J.Lackey (99-81), M.Delcarmen (99), J.Papelbon (99-BSv), D.Bard (99), H.Okajima (99-W), R.Ramirez (99-Sv)","BOS",2010
"97","97","Jul 23","@","SEA","W,2-1","9.0","6","1","1","0","5","9","0","0","4.23","38","145","93","1","0","1","0","33","4","0","1","0","0","0","0","4","Chris Guccione","J.Beckett (99-57), S.Atchison (99-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2010
"98","98","Jul 24","@","SEA","L,1-5","8.0","4","5","4","1","2","13","1","1","4.24","32","136","83","2","1","0","0","28","1","1","0","1","0","1","0","2","Brian O'Nora","J.Lester (99-65-L), M.Delcarmen (99)","BOS",2010
"99","99","Jul 25","@","SEA","L,2-4","8.0","11","4","4","0","5","6","0","0","4.24","38","148","91","3","1","2","0","33","1","0","0","0","0","0","1","4","Mike Estabrook","D.Matsuzaka (99-59), D.Bard (99-H), H.Okajima (99-BL), R.Ramirez (99)","BOS",2010
"100","100","Jul 26","@","LAA","W,6-3","9.0","8","3","3","0","1","8","2","1","4.23","37","155","103","0","0","0","0","35","0","0","0","0","0","0","0","3","Wally Bell","C.Buchholz (99-69-W), S.Atchison (99-H), J.Papelbon (99-Sv)","BOS",2010
"101","101","Jul 27","@","LAA","W,4-2","9.0","7","2","2","0","2","5","1","0","4.20","36","144","89","0","0","1","0","33","2","0","0","1","0","1","0","3","James Hoye","J.Lackey (99-59-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2010
"102","102","Jul 28","@","LAA","W,7-3","9.0","6","3","3","0","2","9","0","0","4.19","35","152","93","0","0","0","0","31","3","0","0","1","1","0","0","3","Todd Tichenor","J.Beckett (99-59-W), M.Delcarmen (99), R.Ramirez (99)","BOS",2010
"103","103","Jul 30","","DET","L,5-6","9.0","13","6","6","0","4","9","2","1","4.21","42","164","94","2","0","0","2","36","1","0","0","1","0","0","0","3","Mark Wegner","J.Lester (99-39-L), R.Ramirez (99), T.Wakefield (99)","BOS",2010
"104","104","Jul 31","","DET","W,5-4","9.0","8","4","4","0","3","7","1","0","4.21","38","140","91","3","0","0","0","34","3","0","1","1","0","0","0","4","Dan Iassogna","D.Matsuzaka (99-43), D.Richardson (99), S.Atchison (99), H.Okajima (99-W)","BOS",2010
"105","105","Aug 1","","DET","W,4-3","9.0","4","3","2","1","4","6","0","0","4.19","34","118","73","2","2","0","0","30","2","0","0","0","0","1","2","2","Dale Scott","C.Buchholz (99-73), J.Papelbon (99-BW)","BOS",2010
"106","106","Aug 2","","CLE","L,5-6","9.0","11","6","6","0","7","10","0","0","4.20","43","163","100","6","2","1","0","36","4","0","0","0","0","0","1","5","Mike DiMuro","J.Lackey (99-28-L), M.Delcarmen (99), D.Richardson (99), T.Wakefield (99), D.Bard (99)","BOS",2010
"107","107","Aug 3","","CLE","W,3-1","9.0","3","1","1","0","0","9","1","2","4.17","32","115","73","0","0","1","0","30","0","0","0","0","0","0","0","2","Tim Welke","J.Beckett (99-80-W), J.Papelbon (99-Sv)","BOS",2010
"108","108","Aug 4","","CLE","L,1-9","9.0","10","9","2","7","3","4","2","0","4.15","42","149","85","1","0","0","0","37","1","0","1","0","2","3","1","4","Jim Reynolds","J.Lester (99-43-L), S.Atchison (99), M.Delcarmen (99), D.Richardson (99)","BOS",2010
"109","109","Aug 5","","CLE","W,6-2","9.0","7","2","2","0","4","8","1","0","4.13","37","142","94","2","0","2","0","33","1","0","0","0","0","0","1","3","Bill Welke","D.Matsuzaka (99-72-W), H.Okajima (99), J.Papelbon (99-Sv)","BOS",2010
"110","110","Aug 6","@","NYY","W,6-3","9.0","9","3","3","0","1","4","1","1","4.12","38","126","85","1","0","0","0","36","1","0","0","0","0","1","1","3","Bruce Dreckman","C.Buchholz (99-52-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2010
"111","111","Aug 7","@","NYY","L,2-5","8.0","8","5","5","0","3","11","0","0","4.14","35","141","87","0","0","3","0","32","0","1","0","0","0","0","0","3","Jerry Layne","J.Lackey (99-40-L), M.Delcarmen (99), F.Doubront (99)","BOS",2010
"112","112","Aug 8","@","NYY","L,2-7","8.0","12","7","7","0","2","10","1","1","4.17","39","150","97","1","0","2","0","36","3","0","0","0","0","0","0","3","Mike Winters","J.Beckett (99-18-L), M.Delcarmen (99), T.Wakefield (99)","BOS",2010
"113","113","Aug 9","@","NYY","W,2-1","9.0","6","1","1","0","5","11","1","1","4.14","39","150","88","5","0","1","0","33","1","0","0","0","0","0","0","3","Hunter Wendelstedt","J.Lester (99-68-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2010
"114","114","Aug 10","@","TOR","W,7-5","9.0","8","5","5","0","3","10","3","0","4.15","40","156","102","2","0","0","0","37","3","0","0","0","0","0","0","4","Brian Knight","D.Matsuzaka (99-45), F.Doubront (99-BW), M.Delcarmen (99-H), J.Papelbon (99-Sv)","BOS",2010
"115","115","Aug 11","@","TOR","W,10-1","9.0","7","1","0","1","2","6","0","0","4.11","35","128","78","0","0","0","0","31","0","0","0","1","1","1","2","2","Greg Gibson","C.Buchholz (99-72-W), D.Richardson (99)","BOS",2010
"116","116","Aug 12","@","TOR","L,5-6","8.2","12","6","6","0","2","5","1","0","4.13","37","119","78","3","1","1","1","34","5","0","1","0","1","0","2","3","Scott Barry","J.Lackey (99-57), J.Papelbon (99-BL), D.Bard (99)","BOS",2010
"117","117","Aug 13","@","TEX","L,9-10","10.0","17","10","10","0","4","13","4","0","4.17","50","194","122","2","1","1","0","45","5","1","1","0","1","0","1","8","Brian Gorman","J.Beckett (99-26), D.Richardson (99-H), S.Atchison (99-H), F.Doubront (99-H), D.Bard (99-BSv), M.Delcarmen (99), J.Papelbon (99), T.Wakefield (99-L)","BOS",2010
"118","118","Aug 14","@","TEX","W,3-1","9.0","7","1","1","0","0","6","1","0","4.15","32","126","78","1","0","1","2","32","0","1","0","0","0","1","1","3","Paul Nauert","J.Lester (99-77-W), S.Atchison (99-H), F.Doubront (99-Sv)","BOS",2010
"119","119","Aug 15","@","TEX","L,3-7","8.0","11","7","7","0","2","10","1","2","4.17","37","147","95","3","3","2","0","30","0","0","0","2","1","0","1","4","Ted Barrett","D.Matsuzaka (99-50-L), M.Delcarmen (99), D.Richardson (99), M.Bowden (99)","BOS",2010
"120","120","Aug 17","","LAA","W,6-0","9.0","7","0","0","0","3","5","0","0","4.14","36","142","84","0","0","0","0","33","1","0","0","0","0","0","1","3","Brian O'Nora","C.Buchholz (99-68-W), F.Doubront (99), M.Bowden (99)","BOS",2010
"121","121","Aug 18","","LAA","W,7-5","9.0","10","5","5","0","2","8","2","0","4.15","36","155","103","0","0","1","1","34","4","0","0","0","0","0","1","3","Chris Guccione","J.Lackey (99-42-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2010
"122","122","Aug 19","","LAA","L,2-7","9.0","9","7","7","0","5","8","1","0","4.17","41","150","92","5","3","0","0","36","3","0","0","0","0","0","0","4","Jerry Crawford","J.Beckett (99-39-L), M.Delcarmen (99), S.Atchison (99), T.Wakefield (99)","BOS",2010
"123","123","Aug 20","","TOR","L,2-16","9.0","20","16","15","1","3","5","4","0","4.26","48","160","104","2","2","0","0","44","3","0","0","0","1","0","2","5","Todd Tichenor","J.Lester (99-2-L), S.Atchison (99), M.Bowden (99), M.Delcarmen (99), T.Wakefield (99)","BOS",2010
"124","124","Aug 21","","TOR","W,5-4","11.0","7","4","4","0","3","10","1","0","4.25","41","140","94","0","0","2","0","37","3","0","1","0","1","0","1","3","Bill Miller","D.Matsuzaka (99-59), D.Bard (99), J.Papelbon (99-W)","BOS",2010
"125","125","Aug 22","","TOR","W,5-0","9.0","6","0","0","0","4","11","0","1","4.21","37","146","97","0","0","0","0","32","0","0","0","0","0","0","1","3","Eric Cooper","C.Buchholz (99-66-W), D.Bard (99-H), F.Doubront (99-Sv)","BOS",2010
"126","126","Aug 23","","SEA","W,6-3","9.0","7","3","2","1","2","12","0","0","4.20","36","124","85","0","0","1","0","34","0","0","1","0","0","1","0","2","Angel Hernandez","J.Lackey (99-68-W), J.Papelbon (99-Sv)","BOS",2010
"127","127","Aug 25(1)","","SEA","W,5-3","9.0","4","3","3","0","2","7","2","1","4.19","33","139","84","0","0","0","0","30","0","0","0","0","0","0","0","3","Rob Drake","J.Beckett (99-59-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2010
"128","128","Aug 25(2)","","SEA","L,2-4","9.0","9","4","3","1","5","6","0","0","4.18","43","152","98","3","0","1","0","37","5","0","2","1","0","1","0","4","Dan Bellino","T.Wakefield (99-41-L), S.Atchison (99), M.Delcarmen (99), F.Doubront (99)","BOS",2010
"129","129","Aug 27","@","TBR","W,3-1","9.0","3","1","0","1","7","14","0","1","4.15","35","144","79","0","0","2","1","27","0","0","0","0","0","1","2","3","Gary Darling","J.Lester (99-76-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2010
"130","130","Aug 28","@","TBR","L,2-3","9.0","6","3","2","1","2","7","2","0","4.13","34","139","87","0","0","0","1","31","0","0","0","0","1","0","0","4","Bruce Dreckman","C.Buchholz (99-67), F.Doubront (99), D.Bard (99), S.Atchison (99-L)","BOS",2010
"131","131","Aug 29","@","TBR","L,3-5","8.0","11","5","5","0","4","8","2","0","4.14","36","136","89","2","1","0","1","32","1","0","2","0","0","0","1","3","Paul Emmel","J.Lackey (99-39-L), H.Okajima (99), S.Atchison (99)","BOS",2010
"132","132","Aug 31","@","BAL","L,2-5","8.0","9","5","4","1","1","6","2","0","4.14","34","125","85","0","0","0","0","33","1","0","0","0","0","0","0","2","Ed Rapuano","J.Beckett (99-57-L), F.Doubront (99)","BOS",2010
"133","133","Sep 1","@","BAL","W,9-6","9.0","10","6","6","0","2","12","0","1","4.16","39","165","103","0","0","0","0","35","3","0","0","0","1","0","1","3","Tom Hallion","J.Lester (99-44-W), D.Bard (99), J.Papelbon (99-Sv)","BOS",2010
"134","134","Sep 2","@","BAL","W,6-4","9.0","8","4","4","0","1","11","0","0","4.15","36","144","93","1","0","0","0","34","4","0","0","1","0","1","1","4","Ron Kulpa","D.Matsuzaka (99-46-W), S.Atchison (99-H), H.Okajima (99-H), J.Papelbon (99-Sv)","BOS",2010
"135","135","Sep 4(1)","","CHW","L,1-3","9.0","13","3","3","0","1","4","0","0","4.15","36","157","110","1","0","0","2","35","4","0","0","0","0","0","3","4","Wally Bell","C.Buchholz (99-48-L), S.Atchison (99), D.Richardson (99), T.Wakefield (99)","BOS",2010
"136","136","Sep 4(2)","","CHW","L,1-3","9.0","6","3","1","2","2","8","0","1","4.12","37","147","93","0","0","0","0","33","1","1","0","0","1","0","0","3","James Hoye","J.Lackey (99-66-L), D.Bard (99), H.Okajima (99)","BOS",2010
"137","137","Sep 5","","CHW","L,5-7","9.0","13","7","5","2","7","12","0","1","4.13","47","206","127","8","4","6","1","39","5","0","0","0","0","0","0","6","John Hirschbeck","J.Beckett (99-54), D.Bard (99-BSv), H.Okajima (99-H), J.Papelbon (99-BL), D.Richardson (99), R.Manuel (99)","BOS",2010
"138","138","Sep 6","","TBR","W,12-5","9.0","8","5","5","0","6","12","0","0","4.14","40","152","91","6","1","2","0","34","0","0","0","0","0","0","1","5","Marty Foster","J.Lester (99-63-W), R.Coello (99), D.Richardson (99), S.Atchison (99), H.Okajima (99)","BOS",2010
"139","139","Sep 7","","TBR","L,5-14","9.0","12","14","14","0","7","5","5","0","4.21","47","171","97","2","2","1","0","39","4","0","0","1","0","0","0","5","Jim Wolf","D.Matsuzaka (99-16-L), D.Richardson (99), R.Manuel (99), M.Bowden (99), R.Coello (99)","BOS",2010
"140","140","Sep 8","","TBR","W,11-5","9.0","8","5","4","1","4","6","1","0","4.20","39","136","97","0","0","0","0","34","2","0","0","0","1","1","1","4","Gary Cederstrom","T.Wakefield (99-39-W), S.Atchison (99-H), D.Bard (99), H.Okajima (99)","BOS",2010
"141","141","Sep 10","@","OAK","L,0-5","8.0","8","5","5","0","8","6","0","0","4.21","36","148","78","2","0","4","0","28","2","0","0","0","0","0","2","5","Jerry Layne","C.Buchholz (99-20-L), D.Richardson (99), M.Bowden (99), R.Coello (99), R.Manuel (99)","BOS",2010
"142","142","Sep 11","@","OAK","L,3-4","8.0","7","4","4","0","4","7","0","0","4.22","33","146","91","3","0","2","0","29","2","1","1","0","0","0","1","3","Mike Winters","J.Lackey (99-59-L), D.Bard (99), H.Okajima (99)","BOS",2010
"143","143","Sep 12","@","OAK","W,5-3","9.0","5","3","3","0","5","11","0","1","4.21","38","152","87","0","0","3","0","32","2","1","0","0","0","0","0","3","Hunter Wendelstedt","J.Beckett (99-52-W), S.Atchison (99-H), J.Papelbon (99-Sv)","BOS",2010
"144","144","Sep 13","@","SEA","W,5-1","9.0","4","1","1","0","3","13","0","0","4.18","34","125","86","0","0","1","0","31","0","0","0","0","0","0","0","2","CB Bucknor","J.Lester (99-81-W), D.Bard (99)","BOS",2010
"145","145","Sep 14","@","SEA","W,9-6","9.0","12","6","6","0","4","9","0","1","4.20","41","167","102","3","1","5","2","34","3","0","0","1","1","0","1","6","Kerwin Danley","D.Matsuzaka (99-35), H.Okajima (99), M.Bowden (99), R.Hill (99-W), D.Bard (99-H), J.Papelbon (99)","BOS",2010
"146","146","Sep 15","@","SEA","W,5-1","9.0","6","1","1","0","3","6","1","0","4.18","33","136","88","0","0","0","1","30","1","0","0","0","0","0","1","3","Doug Eddings","C.Buchholz (99-68-W), H.Okajima (99), S.Atchison (99)","BOS",2010
"147","147","Sep 17","","TOR","L,9-11","9.0","17","11","10","1","3","6","1","3","4.22","47","167","107","3","1","2","1","40","4","0","0","0","1","0","2","5","Gerry Davis","J.Lackey (99-22-L), M.Bowden (99), R.Hill (99), M.Fox (99), T.Wakefield (99)","BOS",2010
"148","148","Sep 18","","TOR","L,3-4","9.0","10","4","3","1","2","4","1","0","4.21","37","130","84","0","0","0","0","34","2","0","0","1","0","0","1","2","Sam Holbrook","J.Beckett (99-45-L), H.Okajima (99)","BOS",2010
"149","149","Sep 19","","TOR","W,6-0","9.0","5","0","0","0","4","6","0","0","4.18","36","137","86","0","0","0","0","32","0","0","0","0","0","0","0","3","Greg Gibson","J.Lester (99-69-W), S.Atchison (99), R.Coello (99)","BOS",2010
"150","150","Sep 20","","BAL","L,2-4","9.0","8","4","4","0","5","7","0","0","4.18","39","157","103","2","2","0","0","32","2","0","0","0","2","1","0","4","Bob Davidson","D.Matsuzaka (99-44-L), D.Bard (99), H.Okajima (99), M.Bowden (99)","BOS",2010
"151","151","Sep 21","","BAL","L,1-9","9.0","13","9","8","1","3","8","1","0","4.20","44","164","99","0","0","0","0","39","2","1","0","1","1","1","0","5","Alfonso Marquez","C.Buchholz (99-64), S.Atchison (99-L), H.Okajima (99), M.Fox (99), J.Papelbon (99)","BOS",2010
"152","152","Sep 22","","BAL","W,6-1","9.0","6","1","1","0","0","9","0","0","4.18","32","146","102","0","0","0","0","32","2","0","0","0","0","0","1","3","Tim Tschida","J.Lackey (99-67-W), D.Bard (99), J.Papelbon (99)","BOS",2010
"153","153","Sep 24","@","NYY","W,10-8","9.0","10","8","8","0","4","8","6","0","4.21","41","144","89","0","0","0","0","37","0","0","0","0","0","1","1","4","Jerry Crawford","J.Beckett (99-43-W), S.Atchison (99), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2010
"154","154","Sep 25","@","NYY","W,7-3","9.0","4","3","2","1","4","10","2","0","4.19","34","144","84","0","0","0","0","30","0","0","0","0","0","1","1","3","Chris Guccione","J.Lester (99-78-W), D.Bard (99), H.Okajima (99)","BOS",2010
"155","155","Sep 26","@","NYY","L,3-4","9.1","9","4","4","0","4","8","1","0","4.19","39","161","93","0","0","1","1","35","0","0","1","0","0","0","1","3","Phil Cuzzi","D.Matsuzaka (99-72), J.Papelbon (99-BSv), H.Okajima (99-L)","BOS",2010
"156","156","Sep 27","@","CHW","W,6-1","9.0","6","1","1","0","1","5","0","1","4.17","34","119","77","0","0","0","0","31","0","0","0","0","1","0","1","2","Jim Wolf","C.Buchholz (99-72-W), S.Atchison (99)","BOS",2010
"157","157","Sep 28","@","CHW","L,4-5","8.2","9","5","5","0","5","6","1","0","4.18","40","169","108","5","2","4","0","35","2","0","0","0","0","0","0","7","Jim Joyce","J.Lackey (99-61), S.Atchison (99), R.Hill (99-H), D.Bard (99-BSv), M.Bowden (99-L), D.Richardson (99), M.Fox (99)","BOS",2010
"158","158","Sep 29","@","CHW","L,2-5","8.0","13","5","5","0","4","6","1","0","4.18","38","130","79","3","0","0","0","33","0","0","2","1","0","0","3","3","Marvin Hudson","J.Beckett (99-35-L), H.Okajima (99), T.Wakefield (99)","BOS",2010
"159","159","Sep 30","@","CHW","L,2-8","8.0","11","8","8","0","7","7","2","0","4.21","41","170","94","1","0","3","0","34","1","0","0","0","0","0","1","5","Derryl Cousins","J.Lester (99-12-L), R.Manuel (99), R.Coello (99), R.Hill (99), M.Bowden (99)","BOS",2010
"160","160","Oct 2(1)","","NYY","L,5-6","10.0","11","6","5","1","7","14","1","0","4.21","48","201","131","4","0","4","0","40","4","1","0","1","0","0","0","7","Mike Winters","T.Wakefield (99-36), R.Hill (99), M.Bowden (99), D.Richardson (99), R.Coello (99), D.Bard (99), J.Papelbon (99-L)","BOS",2010
"161","161","Oct 2(2)","","NYY","W,7-6","10.0","7","6","4","2","10","10","0","2","4.21","51","205","113","3","1","4","0","37","1","0","1","0","2","2","0","4","Hunter Wendelstedt","D.Matsuzaka (99-50), S.Atchison (99), H.Okajima (99), R.Manuel (99-W)","BOS",2010
"162","162","Oct 3","","NYY","W,8-4","9.0","8","4","2","2","4","11","1","0","4.20","40","160","106","5","1","0","0","36","1","0","0","0","0","2","1","4","Brian Runge","J.Lackey (99-65-W), R.Hill (99), D.Bard (99-H), J.Papelbon (99)","BOS",2010
"1","1","Apr 1","@","TEX","L,5-9","8.0","10","9","9","0","5","1","3","2","10.12","41","155","85","4","0","0","0","34","3","0","0","0","0","1","1","6","Tim McClelland","J.Lester (99-35), M.Albers (99), D.Reyes (99), D.Wheeler (99), D.Bard (99-L), T.Wakefield (99)","BOS",2011
"2","2","Apr 2","@","TEX","L,5-12","8.0","15","12","12","0","2","4","4","0","11.81","41","151","97","3","0","1","0","39","3","2","1","0","0","0","0","5","Ted Barrett","J.Lackey (99-6-L), D.Wheeler (99), T.Wakefield (99), D.Reyes (99), B.Jenks (99)","BOS",2011
"3","3","Apr 3","@","TEX","L,1-5","8.0","9","5","5","0","3","7","4","1","9.75","33","127","80","0","0","0","2","29","2","0","1","0","0","0","2","3","Brian Runge","C.Buchholz (99-48-L), D.Reyes (99), J.Papelbon (99)","BOS",2011
"4","4","Apr 5","@","CLE","L,1-3","8.0","5","3","3","0","6","12","0","0","8.16","35","160","95","0","0","3","0","28","3","0","0","0","1","0","0","4","Dan Iassogna","J.Beckett (99-45-L), M.Albers (99), B.Jenks (99), D.Bard (99)","BOS",2011
"5","5","Apr 6","@","CLE","L,4-8","8.0","8","8","8","0","4","4","3","3","8.32","38","150","83","3","3","0","0","31","0","0","0","0","0","0","1","4","Dale Scott","D.Matsuzaka (99-42-L), D.Reyes (99), D.Wheeler (99), T.Wakefield (99)","BOS",2011
"6","6","Apr 7","@","CLE","L,0-1","8.0","3","1","1","0","4","9","0","0","7.12","30","124","73","0","0","1","1","24","1","0","0","2","0","0","0","2","Jerry Meals","J.Lester (99-77), D.Bard (99-L)","BOS",2011
"7","7","Apr 8","","NYY","W,9-6","9.0","8","6","6","0","4","7","1","1","6.95","39","150","86","0","0","1","0","34","4","1","0","0","0","0","1","5","Mark Wegner","J.Lackey (99-29-W), A.Aceves (99-H), B.Jenks (99-H), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"8","8","Apr 9","","NYY","L,4-9","9.0","13","9","8","1","4","6","4","0","7.09","44","182","112","2","0","0","1","40","3","0","0","0","0","1","0","4","Chris Guccione","C.Buchholz (99-26-L), F.Doubront (99), A.Aceves (99), T.Wakefield (99)","BOS",2011
"9","9","Apr 10","","NYY","W,4-0","9.0","2","0","0","0","1","12","0","1","6.24","30","115","76","0","0","0","0","28","0","0","0","0","0","0","1","2","Mike Winters","J.Beckett (99-87-W), J.Papelbon (99)","BOS",2011
"10","10","Apr 11","","TBR","L,5-16","9.0","19","16","15","1","3","4","2","0","7.18","48","172","112","3","0","0","0","45","6","1","0","0","0","1","1","4","Tim Tschida","D.Matsuzaka (99-12-L), T.Wakefield (99), A.Aceves (99), D.Wheeler (99)","BOS",2011
"11","11","Apr 12","","TBR","L,2-3","9.0","8","3","3","0","2","9","0","0","6.77","34","133","84","0","0","3","1","32","0","0","0","0","0","0","3","3","Jeff Nelson","J.Lester (99-57-L), D.Bard (99), B.Jenks (99)","BOS",2011
"12","12","Apr 15","","TOR","L,6-7","9.0","8","7","7","0","7","6","0","0","6.79","40","164","86","3","1","4","0","33","1","1","0","0","0","0","1","6","Kerwin Danley","C.Buchholz (99-47), A.Aceves (99-BSv), B.Jenks (99-L), F.Doubront (99), D.Wheeler (99), J.Papelbon (99)","BOS",2011
"13","13","Apr 16","","TOR","W,4-1","9.0","5","1","1","0","2","11","0","0","6.32","33","133","82","0","0","3","1","31","1","0","0","0","0","0","0","3","Paul Nauert","J.Beckett (99-74-W), D.Bard (99-H), J.Papelbon (99-Sv)","BOS",2011
"14","14","Apr 17","","TOR","W,8-1","9.0","7","1","1","0","6","7","0","0","5.92","36","154","90","4","0","2","2","30","2","0","0","0","0","1","2","5","Doug Eddings","J.Lester (99-58-W), D.Bard (99), F.Doubront (99), B.Jenks (99), D.Wheeler (99)","BOS",2011
"15","15","Apr 18","","TOR","W,9-1","9.0","2","1","1","0","1","3","1","0","5.58","30","111","75","0","0","0","0","29","0","0","0","0","0","0","0","3","Dana DeMuth","D.Matsuzaka (99-77-W), A.Aceves (99), T.Wakefield (99)","BOS",2011
"16","16","Apr 19","@","OAK","L,0-5","8.0","8","5","5","0","2","6","0","0","5.58","35","158","103","2","2","2","0","33","3","0","0","0","0","1","0","4","Jim Reynolds","J.Lackey (99-62-L), D.Wheeler (99), H.Okajima (99), A.Aceves (99)","BOS",2011
