"Rk","Gtm","Date","X","Opp","Rslt","IP","H","R","ER","UER","BB","SO","HR","HBP","ERA","BF","Pit","Str","IR","IS","SB","CS","AB","X2B","X3B","IBB","SH","SF","ROE","GDP","X.","Umpire","Pitchers.Used..Rest.GameScore.Dec.","Team","Year"
"75","75","Jun 27","","TEX","L,6-9","9.0","9","9","9","0","4","10","2","3","4.38","44","170","100","1","1","2","0","37","2","0","0","0","0","1","0","6","John Tumpane","I.Nova (5-40), R.Bleier (0-H), D.Betances (1-H), A.Miller (1-H), A.Chapman (1), K.Yates (0-BL)","NYY",2016
"76","76","Jun 28","","TEX","L,1-7","9.0","11","7","7","0","1","4","1","1","4.42","39","126","85","2","2","0","0","37","1","0","0","0","0","0","1","3","Paul Nauert","C.Sabathia (5-38-L), A.Swarzak (5), C.Mullee (42)","NYY",2016
"77","77","Jun 29","","TEX","W,9-7","9.0","9","7","7","0","3","9","2","0","4.45","39","159","107","0","0","1","1","36","2","0","0","0","0","1","0","2","Mark Wegner","M.Tanaka (4-38), L.Cessa (2-W)","NYY",2016
"78","78","Jun 30","","TEX","W,2-1","9.0","4","1","1","0","3","16","1","0","4.41","34","144","98","0","0","0","0","31","0","0","0","0","0","0","0","4","Alan Porter","M.Pineda (4-73), D.Betances (2), A.Miller (2), A.Chapman (2-W)","NYY",2016
"79","79","Jul 1","@","SDP","L,6-7","8.0","8","7","6","1","5","5","2","0","4.43","36","149","89","4","1","2","0","31","2","0","0","0","0","0","0","4","Mike DiMuro","N.Eovaldi (4-24-L), C.Mullee (2), R.Bleier (3), A.Swarzak (2)","NYY",2016
"80","80","Jul 2","@","SDP","L,1-2","8.0","7","2","2","0","3","11","1","0","4.41","32","124","78","1","1","3","0","29","3","0","0","0","0","0","0","3","Pat Hoberg","I.Nova (4-62), D.Betances (1-BSv), A.Miller (1-L)","NYY",2016
"81","81","Jul 3","@","SDP","W,6-3","9.0","8","3","3","0","1","12","2","0","4.39","35","143","92","0","0","1","0","34","1","0","0","0","0","0","0","5","Quinn Wolcott","C.Green (20-70-W), D.Betances (0-H), A.Miller (0-H), A.Swarzak (1), A.Chapman (2-Sv)","NYY",2016
"82","82","Jul 4","@","CHW","L,2-8","8.0","13","8","7","1","3","9","2","0","4.43","42","147","104","0","0","1","0","37","3","0","0","1","1","3","1","2","Bill Welke","C.Sabathia (5-43-L), L.Cessa (4)","NYY",2016
"83","83","Jul 5","@","CHW","W,9-0","9.0","6","0","0","0","1","7","0","0","4.37","33","117","81","1","0","0","0","32","1","0","0","0","0","0","1","2","Marvin Hudson","M.Tanaka (5-72-W), C.Shreve (40)","NYY",2016
"84","84","Jul 6","@","CHW","L,0-5","8.0","5","5","5","0","5","6","0","0","4.39","31","129","79","0","0","0","2","26","2","0","0","0","0","0","0","2","Vic Carapazza","M.Pineda (5-44-L), N.Eovaldi (4)","NYY",2016
"85","85","Jul 7","@","CLE","W,5-4","9.0","7","4","4","0","1","10","2","0","4.38","35","144","98","1","1","1","0","34","2","0","0","0","0","0","0","4","Dan Bellino","I.Nova (4-48-W), D.Betances (3-H), A.Miller (3-H), A.Chapman (3-Sv)","NYY",2016
"86","86","Jul 8","@","CLE","L,2-10","8.0","9","10","10","0","3","10","5","0","4.46","36","160","97","1","1","0","0","33","2","0","0","0","0","0","0","4","Tom Hallion","C.Green (4-29-L), R.Bleier (6), A.Swarzak (4), C.Shreve (2)","NYY",2016
"87","87","Jul 9","@","CLE","W,7-6","11.0","11","6","6","0","5","10","0","1","4.46","49","177","119","2","0","1","1","42","4","0","0","1","0","0","0","4","Phil Cuzzi","C.Sabathia (4-35), D.Betances (1-BSv), A.Miller (1), A.Chapman (1-W)","NYY",2016
"88","88","Jul 10","@","CLE","W,11-7","9.0","11","7","3","4","5","8","1","0","4.45","43","155","98","0","0","1","0","38","2","0","0","0","0","1","0","2","Ramon De Jesus","M.Tanaka (4-27), N.Eovaldi (3-W)","NYY",2016
"89","89","Jul 15","","BOS","L,3-5","9.0","8","5","5","0","4","10","3","0","4.45","39","167","102","4","0","0","0","35","0","0","0","0","0","0","0","5","Sam Holbrook","M.Pineda (8-42-L), C.Shreve (6), N.Goody (23), N.Eovaldi (4), A.Chapman (5)","NYY",2016
"90","90","Jul 16","","BOS","L,2-5","9.0","10","5","4","1","4","4","1","0","4.45","41","140","90","1","0","0","0","37","0","0","0","0","0","1","1","3","Gerry Davis","C.Sabathia (6-31-L), A.Swarzak (7), R.Bleier (7)","NYY",2016
"91","91","Jul 17","","BOS","W,3-1","9.0","3","1","1","0","3","9","1","0","4.41","32","129","83","0","0","0","0","29","1","0","0","0","0","0","1","4","Carlos Torres","M.Tanaka (6-68-W), D.Betances (7-H), A.Miller (7-H), A.Chapman (1-Sv)","NYY",2016
"92","92","Jul 18","","BAL","W,2-1","9.0","5","1","1","0","5","6","1","1","4.37","36","147","87","0","0","1","0","30","0","0","0","0","0","0","1","4","Tony Randazzo","I.Nova (10-61-W), D.Betances (0-H), A.Miller (0-H), A.Chapman (0-Sv)","NYY",2016
"93","93","Jul 19","","BAL","W,7-1","9.0","4","1","1","0","2","6","0","0","4.33","32","122","76","3","0","0","0","30","1","0","0","0","0","0","1","3","Todd Tichenor","N.Eovaldi (3-55-W), A.Swarzak (2-H), N.Goody (3)","NYY",2016
"94","94","Jul 20","","BAL","W,5-0","9.0","5","0","0","0","2","11","0","0","4.29","34","151","93","0","0","0","0","32","1","0","0","0","0","0","0","4","Brian Knight","M.Pineda (4-68-W), D.Betances (1-H), N.Goody (0), C.Shreve (4)","NYY",2016
"95","95","Jul 21","","BAL","L,1-4","9.0","9","4","4","0","1","3","0","0","4.28","38","147","100","1","0","0","0","36","1","0","0","1","0","1","0","2","Mark Carlson","C.Sabathia (4-45-L), C.Green (12)","NYY",2016
"96","96","Jul 22","","SFG","W,3-2","9.0","9","2","2","0","3","9","0","0","4.26","39","153","95","0","0","0","0","36","3","0","0","0","0","1","0","4","Alfonso Marquez","M.Tanaka (4-66), D.Betances (1-H), A.Miller (3-BW), A.Chapman (3-Sv)","NYY",2016
"97","97","Jul 23","","SFG","L,1-2","12.0","9","2","2","0","3","13","1","0","4.22","46","176","115","1","0","1","0","43","3","0","0","0","0","0","1","6","Larry Vanover","I.Nova (4-66), A.Miller (0), A.Chapman (0), D.Betances (0), A.Swarzak (3-L), R.Bleier (6)","NYY",2016
"98","98","Jul 24","","SFG","W,5-2","9.0","10","2","2","0","3","7","0","0","4.20","39","164","109","5","2","0","0","36","1","1","0","0","0","0","0","3","Chris Guccione","N.Eovaldi (4-56-W), C.Shreve (3), C.Green (2-Sv)","NYY",2016
"99","99","Jul 25","@","HOU","W,2-1","9.0","6","1","1","0","2","12","1","0","4.16","35","136","91","0","0","2","0","33","0","0","0","0","0","0","1","3","Dana DeMuth","M.Pineda (4-69-W), D.Betances (1-H), A.Miller (1-Sv)","NYY",2016
"100","100","Jul 26","@","HOU","W,6-3","9.0","6","3","3","0","5","11","3","0","4.15","38","155","95","2","0","0","0","33","1","0","0","0","0","0","0","4","Mike Estabrook","C.Sabathia (4-61-W), A.Swarzak (2), D.Betances (0-H), A.Miller (0-Sv)","NYY",2016
"101","101","Jul 27","@","HOU","L,1-4","8.0","8","4","4","0","3","7","1","0","4.15","33","129","80","0","0","1","1","30","2","0","0","0","0","0","1","3","Ramon De Jesus","M.Tanaka (4-39-L), A.Warren (3), L.Severino (74)","NYY",2016
"102","102","Jul 29","@","TBR","L,1-5","8.0","7","5","5","0","6","8","2","1","4.17","38","143","78","2","1","2","0","30","2","1","0","0","1","0","0","2","Laz Diaz","I.Nova (5-31-L), C.Green (4)","NYY",2016
"103","103","Jul 30","@","TBR","L,3-6","8.0","7","6","6","0","2","5","3","0","4.19","32","139","86","1","0","1","1","30","1","0","0","0","0","0","0","4","Cory Blaser","N.Eovaldi (5-56-L), A.Swarzak (3), R.Bleier (6), A.Warren (2)","NYY",2016
"104","104","Jul 31","@","TBR","L,3-5","8.0","6","5","5","0","5","10","1","0","4.20","35","127","83","0","0","1","0","30","3","0","1","0","0","0","0","2","Jeff Nelson","M.Pineda (5-44-L), L.Severino (3)","NYY",2016
"105","105","Aug 1","@","NYM","W,6-5","10.0","11","5","5","0","5","10","2","1","4.21","46","178","108","4","0","0","0","39","3","0","1","1","0","0","1","6","Mark Carlson","C.Sabathia (5-35), R.Bleier (1), N.Goody (11), T.Clippard (3), A.Warren (1-W), D.Betances (5-Sv)","NYY",2016
"106","106","Aug 2","@","NYM","L,1-7","8.0","10","7","6","1","0","5","2","0","4.23","35","123","85","2","2","0","0","35","3","0","0","0","0","1","0","3","Brian Gorman","M.Tanaka (5-35-L), R.Bleier (0), A.Swarzak (2)","NYY",2016
"107","107","Aug 3","","NYM","W,9-5","9.0","10","5","4","1","5","8","2","0","4.23","40","162","100","2","0","0","0","35","1","0","0","0","0","1","3","3","Nic Lentz","C.Green (4-31), L.Severino (2-W), T.Clippard (1)","NYY",2016
"108","108","Aug 4","","NYM","L,1-4","9.0","6","4","4","0","2","8","2","0","4.22","36","130","90","0","0","0","0","34","1","0","0","0","0","0","0","3","Quinn Wolcott","N.Eovaldi (4-54-L), A.Warren (2), A.Swarzak (1)","NYY",2016
"109","109","Aug 5","","CLE","W,13-7","9.0","11","7","7","0","4","10","1","1","4.25","41","168","114","4","3","0","2","35","2","0","0","0","1","0","0","6","Dale Scott","M.Pineda (4-49-W), R.Bleier (2), T.Clippard (1), J.Barbato (88), A.Warren (0), N.Goody (3)","NYY",2016
"110","110","Aug 6","","CLE","L,2-5","9.0","10","5","5","0","6","10","3","1","4.26","41","170","100","4","0","2","0","34","0","0","0","0","0","0","2","5","Bob Davidson","C.Sabathia (4-46-L), A.Swarzak (1), C.Shreve (12), N.Goody (0), D.Betances (4)","NYY",2016
"111","111","Aug 7","","CLE","W,3-2","9.0","8","2","1","1","3","12","0","0","4.23","38","160","111","2","2","2","0","35","2","0","0","0","0","1","1","4","Lance Barrett","M.Tanaka (4-64-W), A.Warren (1-H), T.Clippard (1-H), D.Betances (0-Sv)","NYY",2016
"112","112","Aug 9","@","BOS","L,3-5","8.0","9","5","5","0","1","5","0","0","4.24","32","150","100","1","1","0","0","31","4","1","0","0","0","0","1","4","Todd Tichenor","L.Severino (5-32-L), T.Layne (9), A.Swarzak (2), C.Shreve (2)","NYY",2016
"113","113","Aug 10","@","BOS","W,9-4","9.0","9","4","4","0","6","5","0","1","4.24","42","175","107","11","3","0","0","35","3","0","2","0","0","0","0","8","Brian Knight","N.Eovaldi (5-53), C.Shreve (0), B.Parker (5), N.Goody (3), T.Layne (0), T.Clippard (2-W), A.Warren (2-H), D.Betances (2)","NYY",2016
"114","114","Aug 11","@","BOS","W,4-2","9.0","9","2","2","0","3","8","0","1","4.22","38","138","92","0","0","0","1","34","5","0","0","0","0","0","1","3","Tony Randazzo","M.Pineda (5-49), L.Cessa (37-W), D.Betances (0-Sv)","NYY",2016
"115","115","Aug 12","","TBR","W,6-3","9.0","4","3","3","0","4","12","1","0","4.21","34","139","90","0","0","0","0","28","1","0","0","1","1","0","1","4","D.J. Reyburn","C.Sabathia (5-56-W), T.Clippard (1-H), A.Warren (1-H), D.Betances (0-Sv)","NYY",2016
"116","116","Aug 13","","TBR","W,8-4","9.0","6","4","4","0","0","9","2","0","4.20","33","104","75","1","0","0","0","33","0","0","0","0","0","0","0","4","Vic Carapazza","M.Tanaka (5-59-W), T.Clippard (0), A.Swarzak (3), T.Layne (2)","NYY",2016
"117","117","Aug 14","","TBR","L,3-12","9.0","15","12","12","0","2","12","3","0","4.27","44","154","106","2","2","0","0","42","6","0","0","0","0","1","1","4","John Hirschbeck","L.Severino (4-23-L), L.Cessa (2), B.Parker (3), C.Shreve (3)","NYY",2016
"118","118","Aug 15","","TOR","W,1-0","9.0","3","0","0","0","1","13","0","0","4.23","30","147","99","0","0","0","0","29","1","0","0","0","0","0","1","4","Hunter Wendelstedt","C.Green (11-79-W), T.Clippard (1-H), A.Warren (2-H), D.Betances (2-Sv)","NYY",2016
"119","119","Aug 16","","TOR","L,6-12","9.0","15","12","12","0","3","8","4","1","4.30","45","188","122","3","2","0","0","41","2","0","0","0","0","0","1","7","Jerry Layne","M.Pineda (4-61), A.Swarzak (2), T.Layne (2-H), T.Clippard (0-H), A.Warren (0-BL), C.Shreve (1), B.Parker (1)","NYY",2016
"120","120","Aug 17","","TOR","L,4-7","9.0","11","7","7","0","2","16","1","0","4.32","41","149","105","0","0","0","0","39","3","0","0","0","0","0","0","4","Tripp Gibson","C.Sabathia (4-37-L), K.Yates (50), T.Layne (0), A.Swarzak (0)","NYY",2016
"121","121","Aug 19","@","LAA","W,7-0","9.0","6","0","0","0","1","11","0","0","4.29","34","123","81","5","0","0","0","33","0","0","0","0","0","0","0","4","Nic Lentz","M.Tanaka (5-78-W), T.Layne (1), A.Warren (2), K.Yates (1)","NYY",2016
"122","122","Aug 20","@","LAA","W,5-1","9.0","4","1","1","0","2","7","1","1","4.26","33","123","76","1","0","0","0","30","0","0","0","0","0","0","0","4","Andy Fletcher","L.Cessa (5-70-W), T.Clippard (3), T.Layne (0), D.Betances (4)","NYY",2016
"123","123","Aug 21","@","LAA","L,0-2","8.0","8","2","2","0","2","5","0","0","4.25","32","132","86","0","0","0","1","30","1","0","0","0","0","0","0","3","Joe West","C.Green (5-62-L), A.Swarzak (3), A.Warren (1)","NYY",2016
"124","124","Aug 22","@","SEA","L,5-7","8.0","10","7","7","0","3","9","3","0","4.27","34","132","87","5","2","0","1","31","1","0","0","0","0","0","2","4","Cory Blaser","M.Pineda (5-38), T.Layne (1-H), A.Swarzak (0-BL), K.Yates (2)","NYY",2016
"125","125","Aug 23","@","SEA","W,5-1","9.0","4","1","1","0","1","9","0","0","4.25","31","123","85","0","0","0","0","30","0","1","0","0","0","0","0","3","Jeff Nelson","C.Sabathia (5-73-W), T.Layne (0-H), D.Betances (2)","NYY",2016
"126","126","Aug 24","@","SEA","W,5-0","9.0","8","0","0","0","2","9","0","0","4.21","35","147","93","2","0","1","0","33","1","0","0","0","0","0","1","3","Doug Eddings","M.Tanaka (4-69-W), T.Clippard (3), D.Betances (0-Sv)","NYY",2016
"127","127","Aug 26","","BAL","W,14-4","9.0","7","4","4","0","1","7","2","0","4.21","35","142","98","0","0","0","0","34","1","0","0","0","0","1","0","4","Paul Nauert","L.Cessa (5-54-W), B.Parker (9), B.Heller (99), K.Yates (3)","NYY",2016
"128","128","Aug 27","","BAL","W,13-5","9.0","12","5","5","0","2","8","3","1","4.22","41","161","102","1","0","0","1","38","2","0","0","0","0","0","0","5","Ron Kulpa","C.Green (5-36), T.Layne (3-W), A.Warren (5), T.Clippard (2), K.Yates (0)","NYY",2016
"129","129","Aug 28","","BAL","L,0-5","9.0","10","5","5","0","3","9","2","0","4.22","39","150","94","5","2","0","0","36","1","0","0","0","0","0","1","4","Ryan Blakney","C.Sabathia (4-56-L), A.Warren (0), B.Heller (1), B.Parker (1)","NYY",2016
"130","130","Aug 29","@","KCR","L,5-8","8.0","11","8","8","0","2","12","1","0","4.25","36","155","104","6","3","2","1","34","0","0","0","0","0","0","0","4","Brian O'Nora","M.Pineda (6-46-L), T.Layne (1), B.Parker (0), K.Yates (1)","NYY",2016
"131","131","Aug 30","@","KCR","W,5-4","10.0","7","4","3","1","3","9","1","2","4.24","41","168","112","7","1","3","0","35","1","1","1","0","1","1","1","7","Pat Hoberg","M.Tanaka (5-55), A.Warren (1), T.Layne (0-H), T.Clippard (2-H), D.Betances (5-BW), B.Heller (1-H), C.Shreve (13-Sv)","NYY",2016
"132","132","Aug 31","@","KCR","W,5-4","13.0","6","4","3","1","4","6","2","1","4.22","49","182","108","0","0","3","1","43","1","0","0","1","0","1","1","7","Jeff Kellogg","L.Cessa (4-47), C.Shreve (0), T.Layne (0), A.Warren (0), B.Parker (1), B.Heller (0-W), D.Betances (0-Sv)","NYY",2016
"133","133","Sep 2","@","BAL","L,0-8","8.0","10","8","8","0","3","11","4","0","4.25","37","162","104","1","1","0","0","34","3","0","0","0","0","0","0","6","Carlos Torres","C.Green (5-30-L), N.Goody (22), K.Yates (3), J.Holder (99), L.Severino (18), B.Parker (1)","NYY",2016
"134","134","Sep 3","@","BAL","L,0-2","8.0","8","2","1","1","5","5","1","0","4.23","35","149","94","0","0","0","0","30","3","0","0","0","0","0","2","3","Paul Emmel","C.Sabathia (5-53-L), A.Warren (2), T.Clippard (3)","NYY",2016
"135","135","Sep 4","@","BAL","W,5-2","9.0","6","2","2","0","4","10","0","1","4.21","38","159","99","2","0","0","0","33","1","0","0","0","0","0","0","6","Gerry Davis","M.Pineda (5-46), L.Severino (1-W), T.Layne (3-H), A.Warren (0-H), T.Clippard (0-H), D.Betances (3-Sv)","NYY",2016
"136","136","Sep 5","","TOR","W,5-3","9.0","8","3","3","0","5","7","0","0","4.20","38","151","90","6","2","0","1","33","2","0","0","0","0","0","0","6","Mark Carlson","M.Tanaka (5-52-W), J.Holder (2), B.Heller (4), T.Layne (0-H), T.Clippard (0-H), D.Betances (0-Sv)","NYY",2016
"137","137","Sep 6","","TOR","W,7-6","9.0","11","6","6","0","8","8","1","0","4.22","44","198","116","11","2","0","0","36","1","0","0","0","0","0","2","8","Mark Wegner","L.Cessa (5-49), J.Pazos (99), A.Warren (1), T.Layne (0), B.Heller (0-BSv), C.Shreve (5-W), D.Betances (0-H), B.Parker (3-Sv)","NYY",2016
"138","138","Sep 7","","TOR","W,2-0","9.0","5","0","0","0","3","7","0","0","4.19","33","143","87","1","0","0","0","30","3","0","0","0","0","0","2","3","Quinn Wolcott","B.Mitchell (99-59-W), L.Severino (2-H), T.Clippard (1-Sv)","NYY",2016
"139","139","Sep 8","","TBR","W,5-4","9.0","12","4","4","0","1","9","4","1","4.18","40","151","99","4","0","0","0","38","0","0","0","0","0","0","1","6","Mike Everitt","C.Sabathia (4-40), J.Holder (2), C.Shreve (1), B.Parker (1), K.Yates (5), T.Layne (1-W)","NYY",2016
"140","140","Sep 9","","TBR","W,7-5","9.0","12","5","5","0","3","12","2","1","4.19","42","143","97","4","1","0","0","38","2","0","0","0","0","0","0","6","Jordan Baker","M.Pineda (4-49), C.Shreve (0), A.Warren (2-W), T.Layne (0-H), T.Clippard (1-H), D.Betances (2-Sv)","NYY",2016
"141","141","Sep 10","","TBR","W,5-1","9.0","6","1","1","0","0","11","1","2","4.17","34","119","86","2","0","0","0","31","2","0","0","1","0","0","1","4","Tim Timmons","M.Tanaka (4-74-W), A.Warren (0-H), R.Bleier (35), T.Clippard (0)","NYY",2016
"142","142","Sep 11","","TBR","L,2-4","9.0","9","4","4","0","1","9","3","0","4.17","37","138","98","2","0","1","0","36","1","0","0","0","0","0","0","4","Chad Whitson","L.Cessa (4-48-L), L.Severino (3), T.Layne (1), B.Parker (2)","NYY",2016
"143","143","Sep 12","","LAD","L,2-8","9.0","12","8","7","1","1","9","2","1","4.19","41","161","108","2","1","2","0","39","1","1","0","0","0","0","0","5","Adrian Johnson","B.Mitchell (4-19-L), C.Shreve (2), R.Bleier (1), J.Pazos (5), B.Heller (5)","NYY",2016
"144","144","Sep 13","","LAD","W,3-0","9.0","5","0","0","0","1","10","0","0","4.16","33","131","85","1","0","0","0","32","1","0","0","0","0","0","0","4","Gary Cederstrom","C.Sabathia (4-73), A.Warren (2-W), T.Clippard (2-H), D.Betances (3-Sv)","NYY",2016
"145","145","Sep 14","","LAD","L,0-2","9.0","4","2","0","2","2","9","0","0","4.13","34","152","95","0","0","1","0","31","2","0","0","0","0","1","2","5","Eric Cooper","M.Pineda (4-61), T.Layne (2), L.Severino (2), T.Clippard (0), D.Betances (0-L)","NYY",2016
"146","146","Sep 15","@","BOS","L,5-7","8.2","9","7","7","0","5","2","2","1","4.15","41","149","92","1","1","0","0","34","2","0","0","0","1","0","0","5","John Hirschbeck","M.Tanaka (4-62), A.Warren (1), T.Layne (0-H), B.Parker (3), D.Betances (0-BL)","NYY",2016
"147","147","Sep 16","@","BOS","L,4-7","8.0","12","7","7","0","2","2","2","1","4.17","35","122","74","3","1","1","0","31","4","0","1","0","1","0","1","6","D.J. Reyburn","L.Cessa (4-44-L), J.Pazos (3), J.Holder (7), C.Shreve (3), K.Yates (7), B.Heller (3)","NYY",2016
"148","148","Sep 17","@","BOS","L,5-6","8.0","10","6","5","1","4","5","1","0","4.18","37","138","83","2","1","0","0","33","4","0","0","0","0","0","0","4","Bill Welke","B.Mitchell (4-42), L.Severino (2), T.Layne (1-H), A.Warren (1-BL)","NYY",2016
"149","149","Sep 18","@","BOS","L,4-5","8.0","10","5","5","0","3","8","2","0","4.19","37","156","98","2","0","0","0","34","1","0","0","0","0","0","0","4","Vic Carapazza","C.Sabathia (4-37), B.Parker (2), T.Clippard (3-L), T.Layne (0)","NYY",2016
"150","150","Sep 20","@","TBR","W,5-3","9.0","5","3","1","2","1","16","0","0","4.17","34","148","98","2","0","0","0","33","1","2","0","0","0","1","0","5","Bob Davidson","M.Pineda (5-66), T.Layne (1), L.Severino (2-W), T.Clippard (1-H), D.Betances (4-Sv)","NYY",2016
"151","151","Sep 21","@","TBR","W,11-5","9.0","8","5","5","0","2","7","5","0","4.17","36","147","101","0","0","0","0","34","1","0","0","0","0","0","1","5","Dan Iassogna","M.Tanaka (5-45-W), A.Warren (3), T.Layne (0-H), T.Clippard (0-H), J.Holder (4)","NYY",2016
"152","152","Sep 22","@","TBR","L,0-2","8.0","7","2","2","0","2","9","1","0","4.16","30","118","74","0","0","0","1","28","1","0","0","0","0","0","1","2","Lance Barrett","L.Cessa (5-56-L), L.Severino (1)","NYY",2016
"153","153","Sep 23","@","TOR","L,0-9","8.0","13","9","7","2","6","5","1","1","4.18","42","158","91","2","0","0","1","34","2","0","1","1","0","1","2","4","Tom Hallion","B.Mitchell (5-50-L), B.Parker (4), J.Pazos (6), B.Heller (6)","NYY",2016
"154","154","Sep 24","@","TOR","L,0-3","8.0","6","3","3","0","5","2","1","0","4.18","33","117","72","0","0","0","0","28","1","0","0","0","0","0","2","2","Dan Bellino","C.Sabathia (5-68), T.Clippard (2-L)","NYY",2016
"155","155","Sep 25","@","TOR","L,3-4","8.1","9","4","4","0","6","12","1","0","4.18","39","167","95","3","1","2","0","32","1","0","1","1","0","0","1","4","Phil Cuzzi","M.Pineda (4-63), A.Warren (3), D.Betances (4), T.Clippard (0-BL)","NYY",2016
"156","156","Sep 26","@","TOR","W,7-5","9.0","6","5","4","1","8","6","0","2","4.18","42","159","83","6","3","0","0","32","1","0","0","0","0","1","2","8","Todd Tichenor","L.Severino (3-46), J.Holder (4), J.Pazos (2), K.Yates (9), R.Bleier (13), A.Warren (0-W), D.Betances (0), T.Layne (4-Sv)","NYY",2016
